,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
3851,65019,985.505,384.2500817026706,217.58455686173303,1.765980487056567,0.824228274518128,66378,287.7234122540874,0.7803809546671148,0.9795263490915664,0.8412643506324322,0.7487920652590134,0.0059098122349262,0.0011460363166315,0.5606895569948587,0.9901668169493114,CALI
2454,40090,774.1600000000001,310.97538671106366,164.78189265289154,1.8871939246754776,0.8480680996860431,40565,225.9295760816469,0.6582922824302134,0.9882903981264636,0.840590474266832,0.7265191579022447,0.0077569315717401,0.001333085506034,0.5278300867989869,0.996117733067978,HOROZ
2149,42215,767.14,282.8846157506578,190.581634489718,1.4843225398296165,0.7389976340947351,42674,231.84004697419056,0.7893605086013463,0.9892440361812812,0.9014204392123712,0.819556929099816,0.0067010450254804,0.0018648280998055,0.671673560035521,0.9969802045683248,SIRA
5643,23947,577.6969999999999,221.97113538599487,138.09634790258056,1.6073642696371913,0.7829087817945604,24185,174.61462532609616,0.7846330275229357,0.9901591895803185,0.9016972678031082,0.7866546477876571,0.0092692669389065,0.0021895839642288,0.618825534885923,0.9946780539147556,DERMASON
2358,39642,748.914,278.47018240537983,182.12809977885408,1.5289797826008589,0.756467845830492,40182,224.66366424589293,0.7269626451009518,0.9865611467821412,0.8881810904418325,0.8067781703063681,0.007024624953468,0.0018357750341083,0.6508910160828913,0.9951992042672712,SIRA
6917,37420,704.994,238.9729805750993,199.78974036963692,1.1961223841272746,0.5486763406447863,37757,218.27648467938496,0.7558985132514544,0.9910745027412136,0.9461125546350232,0.9133939918818132,0.0063862367871485,0.0027419364329761,0.8342885844057938,0.997911250629627,SEKER
2023,67708,1078.716,435.89164846771376,198.6219164995401,2.1945798134956727,0.8901497561761069,68617,293.6128455890995,0.5789235175922364,0.9867525540317996,0.7311990335295864,0.673591353771595,0.0064378160404636,0.000817531209618,0.4537253118758501,0.9957364103147688,HOROZ
3477,47056,803.179,298.0789540031444,201.613242045036,1.4784691272240944,0.736557162114505,47605,244.77246580662992,0.7061224489795919,0.9884675979413928,0.916642905506146,0.8211665483905577,0.0063345578460375,0.0017767284905339,0.6743145001956622,0.996953170578832,SIRA
8135,45125,789.615,296.2471968393075,194.6082070295772,1.5222749408213954,0.7539676436185345,45624,239.6975895919152,0.7512694580870724,0.9890627739786078,0.9094865884570849,0.8091134436014045,0.006565034833004,0.001735619280712,0.6546645646165232,0.9965794613594824,SIRA
6049,29201,623.54,222.69714762067352,167.08641269095142,1.3328261947461977,0.6611141032863374,29495,192.82081823758415,0.77482951680951,0.9900322088489576,0.943797779090937,0.8658432328285652,0.0076263534680549,0.0026439531836414,0.7496845038350212,0.9991991445066224,DERMASON
2272,51968,900.011,367.6661611393397,180.64002773399903,2.035352661043351,0.8709817617405508,52607,257.2308547993357,0.6826218310784185,0.9878533275039444,0.806213808587723,0.6996315733877104,0.0070748568568992,0.0010456227444577,0.4894843384809632,0.996273250866273,HOROZ
4848,52425,902.771,363.5620573912397,184.3698846697868,1.9719167153702608,0.8618749822732306,53064,258.3594068981056,0.8136990128515552,0.9879579375848032,0.8083382017259519,0.7106335813807917,0.0069348985673102,0.0010909448133296,0.5050000869860904,0.9958181127913074,HOROZ
10166,30768,647.162,236.55455683009797,165.88212211524603,1.4260400928904953,0.712922770962325,31137,197.9268408084449,0.7095613670956137,0.9881491473166972,0.9231730419470492,0.8367069460031714,0.0076883306302033,0.0023243702683095,0.700078513489954,0.9983400284078536,DERMASON
9125,44614,850.425,351.268986185962,162.3080890856007,2.1642112119298256,0.88684756644263,45243,238.336545768404,0.633955722283798,0.9860972968193976,0.7751914778232972,0.6785015334152743,0.0078735147304873,0.0010293231516585,0.4603643308468786,0.9963256463913864,HOROZ
2892,33795,690.578,256.35168273824945,168.12143557936415,1.524800700486732,0.7549143332614731,34246,207.43464130738823,0.7018691588785047,0.986830578753723,0.8905059740041289,0.8091799479982018,0.0075854914258987,0.0020060600679355,0.6547721882423728,0.9983970912912002,DERMASON
1063,36677,690.331,239.38147034983848,195.21093800999975,1.226270785797751,0.5787844496213358,36981,216.0986043042656,0.7776646947819265,0.9917795624780292,0.9671390449258332,0.9027373922820898,0.0065267461992485,0.0026737587241865,0.8149347994242678,0.9993307368639296,SEKER
431,51045,914.812,377.041745469296,176.8853690764423,2.131559820000459,0.8831238015903525,52947,254.93629118077004,0.6804185550519861,0.9640772848320018,0.7664774222125761,0.6761487136217665,0.0073864579384718,0.0009523243661933,0.4571770829323698,0.974500300603657,HOROZ
2940,47959,949.132,328.4505389341714,190.11766078315324,1.7276171902241084,0.815446866324987,50202,247.10988512391336,0.6415748073630136,0.955320505159157,0.6690009758027194,0.7523503719183714,0.006848569380808,0.0013535059914043,0.5660310821257117,0.977885027681534,HOROZ
1563,29251,624.5849999999999,229.69952587716,162.34170635849677,1.414913832246644,0.7074565697168224,29532,192.98582829588352,0.7186271619496856,0.9904848977380468,0.9422528979248984,0.8401664198431544,0.0078527067750558,0.0024135729037227,0.7058796130320638,0.9987588283799752,DERMASON
1140,68609,996.685,380.2810678657023,231.0966915611805,1.6455495978618395,0.7941669046059786,69346,295.5599633318674,0.6806448412698413,0.9893721339370692,0.8679108326335088,0.7772145087071375,0.0055427286196519,0.0012475758952316,0.604062392544877,0.9940146271356832,CALI
10671,40276,750.386,281.7426336098752,182.7189954429976,1.541944957210373,0.7611877489916709,40803,226.45307660474256,0.7618507169068967,0.9870842830184056,0.8988490228529585,0.8037586420744144,0.0069952982821003,0.0018008959546913,0.6460279547093066,0.9961395469809468,SIRA
7450,166343,1555.367,584.1850459040251,365.2635428929432,1.5993521863068787,0.7804219964289265,168381,460.21134882777625,0.7837089106765104,0.9878964966356062,0.8640694152522062,0.7877835149230844,0.003511930444347,0.0008343595148063,0.6206028663845696,0.992562551180477,BOMBAY
5041,34951,694.086,257.09066434509134,173.33066324338847,1.4832382195646956,0.7385483326519374,35319,210.9525902378036,0.7331711103186423,0.9895806789546704,0.9116809936608216,0.8205377304352176,0.007355745596552,0.0020568408378823,0.6732821670677781,0.998637842746271,DERMASON
8584,81143,1094.184,432.644057866192,240.0995234400921,1.8019363456760136,0.8318779937234096,81813,321.4256934012048,0.7908057851239669,0.9918105924486328,0.8516873651916317,0.742933336439386,0.0053318716077319,0.001001979486742,0.5519499423929578,0.9945786621916528,CALI
1015,38326,752.9409999999999,293.01840933802134,167.6879487949371,1.7474029078639923,0.8200597836577387,38888,220.90309819357407,0.7403701271104586,0.9855482411026538,0.8495353721451576,0.753888121543735,0.0076454211067688,0.0015233818463726,0.5683472998047413,0.993131724355453,SIRA
10825,30648,635.615,224.3361866231344,174.29432426587746,1.2871112560207096,0.6295825276700899,30964,197.54049095576144,0.7498165092723981,0.9897946001808552,0.9532871253582884,0.880555624704509,0.0073197659430675,0.0027145893394396,0.7753782081987481,0.9979980194457782,DERMASON
3131,31689,665.122,244.32917626776683,165.70248255391573,1.4745052246774142,0.734883287970071,32068,200.86733913982275,0.758182601205857,0.9881813646002244,0.9001518375564611,0.8221176946943369,0.0077102204634973,0.0021726138416074,0.6758775039295309,0.996584910786023,DERMASON
1289,25216,587.728,221.29220919385085,145.43524740195755,1.5215858132536326,0.7537083228525979,25496,179.1814955849009,0.814470284237726,0.9890178851584562,0.9173462646556492,0.8097053946799311,0.0087758648950607,0.0023269005512402,0.6556228261737831,0.9975863911512808,DERMASON
9409,69354,1088.995,373.5001394359256,237.30933746083505,1.5738956731846558,0.7722110353952817,70740,297.16031933211144,0.7584645669291339,0.9804071246819338,0.7349023001160631,0.7956096610322407,0.0053854159736413,0.001331064832467,0.6329947327278372,0.9962676709890208,BARBUNYA
378,38118,707.8059999999999,249.0978611579188,195.20533473192867,1.2760812172474671,0.6212036397854906,38477,220.30284829346837,0.7585671641791045,0.9906697507601944,0.9561179907797598,0.8844028096805076,0.0065349142441344,0.0024661535302391,0.7821683297707761,0.99811031434631,SEKER
10094,35444,716.279,268.08055337204644,169.82399717232195,1.5785787511527165,0.7737580619331552,35949,212.43517228461275,0.7368814968814968,0.9859523213441264,0.8681367769585979,0.792430370694557,0.0075634960323904,0.0018396990919321,0.6279458923991132,0.9912620426148702,SIRA
5240,37117,699.991,249.5144267153564,189.77797742607825,1.3147701861905792,0.6492334507596952,37429,217.39096619210065,0.7500505193388028,0.9916642175852948,0.9519142288476486,0.8712560995124264,0.0067223759117212,0.0023893836259057,0.7590871909376072,0.9980252073639216,SEKER
8222,47248,862.6519999999999,355.81415302651817,170.26060426756695,2.0898208047432463,0.8780821431349847,47697,245.2713232517144,0.6039549539185234,0.9905864100467536,0.7978514277966002,0.6893242474068613,0.0075307770281603,0.0010488509436112,0.4751679180630355,0.993015800914666,HOROZ
8801,188362,1657.968,639.8234602061567,377.82401303803306,1.6934430796534623,0.8070281926555656,191016,489.7243583133319,0.8106193623906907,0.9861058759475646,0.8610946062775005,0.7654054419253999,0.0033967756777171,0.0007191389514662,0.5858454905290168,0.9920959916825516,BOMBAY
8849,69810,1022.531,400.084103815418,223.75574219314203,1.788039492948844,0.8289843754981518,70894,298.13562789100143,0.7805407097654241,0.9847095663948996,0.8390242926209966,0.7451823880224662,0.0057310428851943,0.0010900934977463,0.5552967914188657,0.9928925933647084,CALI
961,33534,657.067,218.84475182553408,195.19285357250217,1.121171947743705,0.4521856322679839,33793,206.6320761477969,0.7835046728971963,0.9923356908235432,0.9760586438275264,0.9441947975637394,0.0065260556994553,0.0031994619642844,0.8915038157464307,0.9995290695213708,SEKER
3722,71534,1016.281,393.7913058644296,232.85348865580605,1.6911548464988422,0.8064429469979693,72173,301.7944956308599,0.7536558641324961,0.9911462735371952,0.8703516598293277,0.7663818147746477,0.005504952971516,0.001171424059841,0.5873410860172826,0.9932847241660208,CALI
3410,86618,1119.543,434.5556246368205,254.9712048055217,1.7043321616190978,0.8097753212144247,87412,332.0925516868307,0.7368859850611675,0.9909165789594108,0.8684332798812898,0.764211835859625,0.0050169205550442,0.0010555335091257,0.5840197300679386,0.9953636089748916,CALI
6909,70550,1019.266,395.125443612121,229.49746948999663,1.721698476633285,0.8140307378807913,71937,299.711611188265,0.7445753123944613,0.9807192404465018,0.8533590665345911,0.7585226819320703,0.0056006441334106,0.0011436470887583,0.5753566590054205,0.990590683330449,CALI
8578,37606,696.1360000000001,238.35598361032405,201.0986749560224,1.1852687923600158,0.536829925366119,37883,218.8182952115991,0.7806123508043591,0.992688013092944,0.9751666017373524,0.9180314750114849,0.0063382434614243,0.0027770197302675,0.8427817891117625,0.998922953403512,SEKER
1354,35576,712.5709999999999,277.05207317330206,163.91659020389793,1.690201539872648,0.806198298778184,36029,212.8303785729334,0.6940981367671447,0.9874267950817396,0.880462154813457,0.7681963038038824,0.0077876116812823,0.0016729112567698,0.5901255611779467,0.997431132221176,DERMASON
2582,47772,872.2869999999999,355.9094486271537,171.772620019863,2.071980089644077,0.8758242785763937,48346,246.62765362198985,0.6035476046088538,0.9881272494104992,0.7889772625287215,0.6929505653005406,0.0074501684800124,0.0010596315248707,0.4801804859503386,0.994924406324719,HOROZ
1435,68377,1089.552,405.312884076744,222.29346320911037,1.8233234492166248,0.8361839795852657,72153,295.05982503613774,0.6228377799841506,0.9476667636827296,0.7238090051792716,0.7279803742440856,0.0059276201657976,0.0010269252077913,0.529955425284559,0.9662801539609054,HOROZ
8739,43396,776.5419999999999,285.6666552658069,194.01534768399293,1.4723920487522113,0.7339838347467569,43855,235.0606374604798,0.8114435302916978,0.9895336905712006,0.9043356773054496,0.8228494055134322,0.0065827877054522,0.0018615343348163,0.6770811441538087,0.9969288930121176,SIRA
7475,38834,713.685,248.80863054463867,198.81650042160808,1.251448597158776,0.601232724420224,39151,222.362282053961,0.7726006684704759,0.991903144236418,0.9580956145994592,0.8937080742223974,0.006406979207515,0.0025212493757571,0.7987141219303063,0.9995496674205856,SEKER
9289,31354,650.582,237.1802967681024,168.79525545685124,1.4051360396722306,0.7025089948783398,31681,199.8027844791616,0.7784011916583913,0.9896783561124964,0.9308907857020232,0.8424088644872308,0.0075645945259967,0.0023499419254956,0.7096526949666657,0.997158577348186,DERMASON
8311,38220,725.7259999999999,266.28104643578604,183.0912793088874,1.4543622582184914,0.7261023810600372,38642,220.59740569593723,0.7433339167979462,0.9890792402049584,0.9119167267408268,0.8284382559279694,0.0069670603463052,0.0020242768933937,0.6863099438849757,0.9981432798263594,DERMASON
3393,98270,1195.813,465.2029825832032,271.94932402382705,1.710623787181924,0.8113345793671172,99879,353.72482251196965,0.7199056437906581,0.983890507514092,0.8635833871949518,0.7603666265159956,0.0047339267587585,0.0009760981386458,0.5781574067193156,0.9890098126694756,CALI
7012,55563,873.756,315.945499986244,224.72930940222847,1.405893609634841,0.7028972745259915,56100,265.9793390925691,0.7113338710296885,0.9904278074866312,0.914566329496337,0.8418519621395134,0.0056862570413088,0.0017617698125834,0.7087147261581485,0.9963775045598472,SIRA
1887,50678,858.577,323.598061100468,201.1319828862984,1.6088841588331613,0.7833754548927563,51484,254.0181758222993,0.7412315342986691,0.9843446507652864,0.8639146343037237,0.7849805247857586,0.0063853755298249,0.0014955527467921,0.6161944242929251,0.991385448006207,SIRA
5249,22777,563.8609999999999,204.87890602782795,141.80155879724057,1.444828306300783,0.7217788447706888,23071,170.2955581054092,0.7720493525862654,0.9872567292271685,0.9002482200608714,0.8312010319026135,0.0089949908252986,0.0026485293029917,0.6908951554359697,0.9982248772599684,DERMASON
765,72568,1033.053,402.00067044167344,232.23033123697303,1.7310429189004726,0.816258777141919,73798,303.96783922372657,0.7680291260080858,0.9833328816499092,0.8544955620266794,0.7561376424814433,0.005539641032434,0.0011170299606214,0.5717441343773949,0.9897136352368698,CALI
4803,40352,765.007,290.3844652130224,177.69887436384897,1.6341378990304858,0.7909015120737604,40887,226.66663210352172,0.7278499278499279,0.9869151564066818,0.8664512064517822,0.7805742360812654,0.007196284328237,0.0016479534035193,0.6092961380338512,0.9956739108940263,SIRA
130,34961,695.037,256.8946818344694,173.54126406288978,1.480308923769122,0.7373282240066455,35308,210.98276641348227,0.7141602320545819,0.9901721989350856,0.909447976593635,0.8212811760324,0.0073480358638045,0.0020621417036123,0.6745027701051621,0.998472469693664,DERMASON
9653,45419,814.808,313.6850611227195,185.4262519190643,1.691697145772208,0.8065819003345773,45911,240.47716499145267,0.6654798534798535,0.9892836139487268,0.8596800793706539,0.7666197559129967,0.0069064722059648,0.0014714857433072,0.5877058501561027,0.994220309262708,SIRA
9027,32457,670.7869999999999,245.26436276743937,168.81510053969262,1.452857961067124,0.7254275515575687,32787,203.2868316036953,0.7189659755449229,0.9899350352273768,0.906460668978228,0.828847816739086,0.0075565937322438,0.0021999105771781,0.6869887033131498,0.99809700677169,DERMASON
1452,48429,864.145,355.5471430650199,173.81989215900526,2.045491679052337,0.872351037279223,48948,248.31777606925203,0.675382813153711,0.9893969110076,0.8149709392006258,0.6984102696722878,0.0073416164501645,0.0010774916706186,0.4877769047837177,0.9977435999689988,HOROZ
226,40804,790.802,323.4756481286228,163.28771662504926,1.9810164218990605,0.863241373842444,41636,227.93259175329356,0.7875699671878016,0.9800172927274474,0.8199305815253904,0.7046360153289228,0.0079275474984958,0.001205529837235,0.4965119140986221,0.983598255497906,HOROZ
4003,39506,725.6919999999999,243.1820842961272,206.99657603599968,1.1748121101956506,0.5248415559245698,39972,224.2779557921539,0.7741720556535371,0.9883418392875012,0.9426885942179394,0.9222634818733052,0.0061555734393795,0.0027470611693882,0.8505699299970723,0.9992598543288274,SEKER
3502,45833,794.578,295.2004371782896,198.0673817577003,1.490404096619069,0.741494476292176,46244,241.5706688607843,0.7082393299749667,0.991112360522446,0.91225252974606,0.818327612146743,0.0064407836532256,0.0017816701173943,0.6696600808017903,0.9980641277692448,SIRA
7352,34761,687.872,229.73702139712367,192.8875725985013,1.1910410727980132,0.5432026691064196,35171,210.3784205058565,0.776816840976133,0.9883426686758976,0.9231810096361353,0.9157358236232902,0.0066090452345192,0.0028668125936522,0.8385720986670259,0.9987738120148558,SEKER
8267,59930,973.199,396.55265003143046,193.59510334787035,2.0483609511489886,0.8727344608610026,60675,276.2340419209376,0.6228952729389265,0.9877214668314792,0.7951532414833647,0.6965885662321093,0.0066169305862077,0.000961040540423,0.4852356306053057,0.9939377178380634,HOROZ
4724,75105,1036.857,403.7932062801473,238.28443734312927,1.6945848867951274,0.8073191805254312,76074,309.2355995148916,0.7493115970947402,0.9872624023976654,0.877891787787859,0.7658266526167042,0.0053763824815943,0.0011407535452042,0.586490461858106,0.9938578729142408,CALI
10370,33186,669.7719999999999,244.94309191346895,173.21415682098555,1.4141055004332832,0.7070527419582229,33587,205.5571150108434,0.7183116883116883,0.9880608568791496,0.9296314276585914,0.8392035611417061,0.0073809164079271,0.002258183979169,0.7042626170329215,0.9959016404957932,DERMASON
4963,63703,1010.611,360.8357261852719,225.51982665739047,1.6000177524677386,0.7806303017772727,64811,284.7967322815767,0.7236345874227553,0.982904136643471,0.7837935897613573,0.7892697746213388,0.0056643443195025,0.0013559113445482,0.6229467771308191,0.9967259022518744,BARBUNYA
2913,29891,640.169,237.00844176600697,160.84265090939903,1.4735422503046862,0.7344740235716776,30197,195.0856305104985,0.7814640522875816,0.9898665430340764,0.916560272309146,0.8231168014812826,0.0079290904207288,0.0022451688061264,0.6775212688807773,0.9983562151758668,DERMASON
5630,48535,823.6189999999999,310.87571367917377,199.27062019842947,1.5600679787597906,0.7675427918220841,48986,248.5893829263855,0.7918651700058735,0.9907932878781692,0.899108667752007,0.7996423393270654,0.0064051862301261,0.0016154541937124,0.6394278708444616,0.9975509460309956,SIRA
3661,29447,634.132,239.3146306715712,157.94836213176006,1.51514474377351,0.7512630075317945,29784,193.63131170814376,0.8313664596273292,0.9886852001074402,0.9202198169328124,0.8091077054702857,0.0081269613431443,0.0021484898452825,0.6546552790513904,0.9918975050382944,DERMASON
1606,154875,1532.26,580.3288416240446,343.3166650501213,1.6903602437688876,0.8062390610225981,157383,444.0641558275767,0.8081474833282892,0.9840643525666686,0.8289460275219854,0.7651940141125289,0.0037470788805426,0.0007924262514545,0.5855218792336451,0.9897429065134014,BOMBAY
7454,47534,786.0759999999999,278.3614339090804,217.7840957724092,1.278153176988536,0.6228028184463207,47834,246.01253732166012,0.7721572449642625,0.9937283104068236,0.9666853837888272,0.8837881522122558,0.0058560490156326,0.0022038253121875,0.7810814979907535,0.9983417981438462,SEKER
347,168736,1555.86,577.4808349946384,372.9350209792391,1.5484757464673349,0.7635096999549515,169852,463.50981415762107,0.7469169138152362,0.993429573982055,0.8759444848654367,0.8026410333806567,0.0034223925836492,0.0008761834030438,0.6442326284663685,0.9975786002630732,BOMBAY
5623,34521,667.908,224.75531771252312,195.68297651232197,1.1485685761651858,0.4919049130926088,34830,209.6509058501836,0.7858004598119779,0.9911283376399656,0.9724335658818553,0.9327961980340814,0.0065106838652566,0.0030405590348542,0.8701087470668374,0.9993795647274312,SEKER
6647,75346,1071.696,420.3182543046914,232.39679820669664,1.8086232579282573,0.8332431400254774,77342,309.73134606884,0.7863613592719378,0.9741925473869308,0.8243788588065856,0.7368972032423644,0.0055785078744019,0.0010146714626715,0.5430174881464187,0.9821140585233946,CALI
6094,37789,766.3779999999999,313.5680677939905,154.340986665798,2.0316577894695893,0.8704771225709357,38251,219.3500607613252,0.7805870566606763,0.9879218843951793,0.8085170916158955,0.6995293312373724,0.0082978662519249,0.0012256597089833,0.4893412852614053,0.9941740339103948,HOROZ
7664,33954,716.75,277.3684803135001,156.35632588368082,1.773951125711694,0.8259704690209545,34420,207.92204188574556,0.7994819872851424,0.9864613596746078,0.8305492781343944,0.7496238997694994,0.0081689485867202,0.001591181142365,0.5619359911056324,0.9968469839997528,HOROZ
10051,67381,998.588,380.68158479784967,227.70260138631164,1.6718367839460897,0.8013882584714407,68676,292.90297670696344,0.7684000456152354,0.9811433397402296,0.8491308709962496,0.7694172463385677,0.0056496873717791,0.0012213829303526,0.5920028989632243,0.989732222689439,CALI
7953,46124,814.4069999999999,313.2070314704177,188.4883407922708,1.6616785428420575,0.798645990335487,46525,242.33633809514544,0.7405076500714435,0.991380977968834,0.8738840882790115,0.7737257269016135,0.0067905435666988,0.0015011789064136,0.5986515004694302,0.9947663529702542,SIRA
14,31270,653.5010000000001,243.82710798786192,163.6435418357271,1.4899891877959155,0.7413253685264081,31596,199.53496075592503,0.7929504247495879,0.9896822382580074,0.920121613444275,0.8183460912223844,0.0077974770702865,0.002157157814221,0.6696903250189551,0.9978313434497756,DERMASON
6591,51734,878.392,319.93875913050493,206.31112795749533,1.5507586153880144,0.7643127919088194,52632,256.6510756013481,0.7465223665223665,0.982938136494908,0.8425761838205819,0.8021881321876935,0.0061843035359822,0.0015797031731191,0.6435057994227804,0.9979221625070284,BARBUNYA
4027,28920,639.525,230.68908048210184,160.04922656704733,1.441363294470294,0.7201796634183899,29296,191.89082217172583,0.7775238607339696,0.9871654833424358,0.8885729737574086,0.8318158006035913,0.0079768008465457,0.0023556847732554,0.6919175261337936,0.9973045249699404,DERMASON
2750,36207,697.912,261.1863515328384,176.77762250024642,1.477485373084901,0.7361433540235743,36520,214.70953447908647,0.7938042620363063,0.9914293537787514,0.9341165670896332,0.8220549550886144,0.007213697669866,0.0020320814223512,0.6757743491857441,0.9984467164279052,DERMASON
67,159806,1560.0079999999998,600.0758879212527,347.0466396361498,1.7290929212003998,0.8157973110117382,164335,451.0779518951768,0.7720096618357488,0.9724404417805094,0.8251811414464909,0.7517015113834589,0.0037550272700727,0.0007395619380078,0.5650551622161765,0.9770328810757344,BOMBAY
5726,81774,1082.182,400.8846880157761,261.5088529799979,1.5329679414197066,0.757935619156183,82581,322.67303967200786,0.8211560089974294,0.9902277763650236,0.8774542744000701,0.8049023804553733,0.0049023490108809,0.0012692782450705,0.6478678420627267,0.9931606321589258,CALI
7697,87837,1180.408,406.6439617640091,275.9634010228051,1.4735430867167951,0.7344743794943207,89534,334.42120430813367,0.7778899545683998,0.9810463064310764,0.7921785341261993,0.8223931393384638,0.0046295292617462,0.0013062746858603,0.676330475630974,0.996602096701904,BARBUNYA
